review,sentiment
"Okay, it was very good...but Best Picture? Please, not even close. Munich was better, Capote was much better, Good Night and Good Luck was much better...Brokeback Mountain - well, that should have won! The Academy voters seem to act like the current day Democrats - please just a little of everyone, but don't dare take any concrete positions. That's why we have a complete moron in office in the US.<br /><br />This has been the WORST AA presentation ... and forget 1987 ... since way before that. Hollywood is so afraid of it's bottom line, that it can't be set ""straight"". Many voters apparently didn't even see Brokeback Mountain. Get real and get with it.<br /><br />This was the most pathetic year since I have been watching in the mid- 60's and I was only two.<br /><br />Wake up, whoever you are. Hollywood IS mainstream, and that's what happened to the Box Office in 2005. King Kong, the last Star Wars film, another Batman film, a re-make or whatever of Charlie and The Chocolate Factory, and much more to come in 2006.<br /><br />At least there were original best pictures, i.e. Munich, but heard that one before, Capote - great; Katherine Keener should have won, even though now we know Reese can sing like a Cash/Carter, etc., Syriana was a much better picture than Crash. That film has been done, since the early 1960's and we have to make that the best film? What a horrible Oscar night and a horrible year to end with in 2005 and another boring year in 2006. At least the BAFTA for best picture went to Brokeback, and what about the horrible song that won? Pathetic. I think we only have about 20 years left as America or the USA, before someone comes in and changes up things a bit. Maybe it will be China since they own so much of this country ... or India, because they have all the high-tech jobs and are the largest democratic country in the entire world.<br /><br />America has become the land of the fat, the pathetic, and the stupid. Trash can be found in more places than Florida, West Virgina, South Dakota, and in the mid-West.<br /><br />Drive-through a local McDonald's or Burger King for goodness sake. Order all you want until you get a heart attack. Put yourself out of your misery.",negative
"this is film is probably one of the best i've seen so far. i would put it only second to All About Lily Chou-chou because it kind of gives me the same vibes....'9 souls' is about 9 prisoners who have just escaped prison to go and find some counterfeit money stored in a time capsule at Mount Fuji Primary School. they later find out that there wasn't much there and set off on their own ways. the first half of the movie is just a time for the characters to be introduced and for the main points to be stated. it is a comedic yet serious part of the journey. the second half, moved me to tears. as the movie progresses, each character goes and tries to fulfill their dreams, but unfortunately ending somewhat badly. in the end only 2 of the 9 escapees are left. the way that each character left the scene was very sad and you will probably feel tears in your eyes. a beautiful film directed fantastically. this is a movie for people who have enjoyed Toshiaki Toyoda's other films such as 'Blue Spring'.",positive
"Beware My Lovely originated from a play written by Mel Dinelli who apparently liked writing about frightened women. His first and best effort was the screenplay for The Spiral Staircase. He also did a Loretta Young suspense thriller Cause For Alarm a couple of years earlier. The play Dinelli wrote was originally entitled The Man and it ran for 92 performances on Broadway during the 1950 season. It was Dinelli's only effort on Broadway and it starred Dorothy Gish and Richard Boone. <br /><br />The roles that Gish and Boone played are taken by Ida Lupino and Robert Ryan. For whatever reason RKO thought to eliminate the age difference. Dinelli himself rewrote his play for the screen so I'm wondering what he thought about that. Certainly the frailty issue was eliminated completely from the story.<br /><br />That wasn't the only thing that was eliminated. The people are all wearing period clothing from around World War I yet there's no reference at all to the time this story takes place in. I thought that strange and later on when the telephone company repairman comes to Ida Lupino's residence, I noticed his truck was a vintage one of the same era.<br /><br />The film is almost entirely set within Ida Lupino's home where she's hired an itinerant stranger in Robert Ryan as a handyman. The film is a great object lesson in not hiring strangers without reference. It turns out that Ryan is a schizophrenic who imprisons Lupino in her home for about a day.<br /><br />Both the leads do fine jobs even with the changes made. Films like Beware My Lovely are the stuff that a small studio like RKO did best. If this were done at MGM or Paramount the glossy trappings would have overwhelmed a solid story.",positive
"I tend to get furious when hearing about Lucio Fulci's reputation as a director. Too often he's categorized as a no-talented filmmaker, only out to shock and disgust entire audiences with images of pure gore. True, his films contain more explicit filth and sickness as your average mainstream American production, but his films always are of wide range and the plots are gruesomely morbid. Don't Torture a Duckling is yet another story! This film is a pure gem of the Italian shock cinema! I easily dare to call this film a masterpieceit's an old-fashioned giallo that includes all brilliant aspects of genuine horror. The film shows the search for a inhuman serial murderer in a small Italian mountain-town. The bodies of 3 young boys are found, horribly mutilated. There are quite a lot of pseudo-madmen in the town but every trail leads to nowhere. Among the suspects are a greedy bum and a scary woman, obsessed by witchery and voodoo. Like a true mastermind, Fulci knows to find the right creepy tone for his film. He portrays the small town as a claustrophobic and inescapable setting of macabre happenings, supported by a giddy soundtrack. Fulci also develops himself as a genius storyteller here. The script always is one step ahead of you and the complex plot will mislead you more than once. In other words, this is a unique giallo (horror slash murder mystery). The gore isn't presented as grotesque and explicit as in Lucio's later milestones (among them are the legendary Zombie 2, The Beyond and the New York Ripper), although there still are a few nauseating and hard-to-watch shock-sequences shown. <br /><br />Don't torture a Duckling is the most compelling and effective achievement Lucio Fulci ever brought forward and it easily ranks among the greatest Italian horror movies ever made. Right next to the masterpieces made by Mario Bava and Dario Argento. The film is fascinating from start to finish, some plot aspects are alarmingly realistic and the tension is adrenalin-rushing at all times! A must see for horror fans and an absolute priority for Italian shock-lovers!",positive
"I had a heck of a good time viewing this picture, and was splendidly surprised at its more erudite features. First off, the film is undeniably cheaply-made with its cardboard sets, limited settings, and creative scientific props. The acting ranges from very poor(the two strippers), barely professional(Herb Evers as the leading man), gothic overstatement(Leslie Daniels as the assistant Kurt)to first-rate with Virginia Leith in the title role as the headless victim alive against her will for the benefit of science and her fiancee's lustful passions. The scripting though is very good and the dialogue is fantastic for a movie of this ilk. Issues abound about what role science and medicine have in our lives and what their boundaries should be. This film is a thinking film in many ways. However, don't be too fooled by its real intent. It is a sleazy story about a man obsessed with his aptitude in medical science who wishes to fuse together his dead girlfriend's head with the perfect body, thereby creating the perfect woman for a man with the best of both body and soul. One other very bright aspect of the film is the sax music which resonates strongly every time the doctor scours town for female beauties.",positive
"This is the only movie that my wife and I have ever walked out on. Totally sucked. We saw it in Omaha even. Not funny at all, looks like a 14 year old kid wrote the humor. I can't believe these real politicians were actually in the movie. awful.",negative
"Any time a movie is so myopic in its desire to present a particular ending or viewpoint that it simply doesn't bother with an actual story, it's annoying. Those are the types of movies where the ending or viewpoint is conceived first, and the story simply tacked on. For this reason we often talk of the story ""jumping through hoops"" as it twists about, trying in vain to progress to the preordained ending in a logical fashion.<br /><br />The story in ""Comet Over Broadway"" doesn't just jump through hoops, it's a three ring circus. It's so ludicrous, so ill-conceived, so disingenuous that, if you are prone to speaking aloud to the screen, you will be carrying on quite a rant before it's through.<br /><br />The central theme of this screenplay cesspool is that of a woman choosing between family and profession. Since it's all so horribly muddled it will end up offensive to people of either opinion. So, in the end there's no point to the story, the theme becomes irrelevant and, as is often the case with poor screenplays, the acting doesn't save a thing.",negative
"well, i hated knocked up, i despised 40-year-old virgin, and this little gem is a worthless piece of trash movie. do yourself a favor, and skip it. i admit, i don't like the actors in this movie, and after my 18-year-old son showed me the cover of the DVD, i was like, ""i wouldn't like that movie,"" but at his insistence, i decided to give it a try, unfortunately. <br /><br />about two minutes into the movie i turned it off, i was so offended. it's just disgusting. any decent person would be offended by the filth in this movie. call me old fashioned, but shoving your pussy juice-covered hand into your friend's face so he will know you ""got some"" is over the line of decency, in my opinion. yeah, that's how this putrid little film starts, and i can only imagine it gets much worse from there. another real winner for Mr. Rudd. i bet he's proud as punch. imagine if you could only get worthless roles like he gets, would you stay in movies? despite the pay, i wouldn't. <br /><br />i should have known better; next time i will.",negative
"The only thing worse than surfers without any waves is a film about surfers without any waves. For viewers who love surfing this film will be a gigantic disappointment since the total number of minutes of surfing footage struggles to reach three.<br /><br />The story is a slice of life about beached surfers who are waiting not for the perfect wave, but for any wave at all. J.C. (Sean Pertwee) is an aging super surfer who is flirting with a commitment with his girlfriend Chloe (Catherine Zeta Jones). Just as he is about to find grown up bliss with the woman he loves, three old surfing friends turn up and convince him to hit the beach looking for monster waves at the Bone Yard. The trouble is, there are no waves until the very end of the film, so most of the story dissipates itself on a meandering succession of disconnected beach happenings.<br /><br />The acting is mostly mediocre. Sean Pertwee has a few comical moments, but mostly his acting was mundane. Ewan McGregor was decent as the drug dealing wild man, by far the most interesting and peculiar character of the bunch. Probably the funniest performance was turned in by Peter Gunn as Terry who turned his corpulent body into a continual sight gag. Catherine Zeta-Jones was sexy as usual, but her character didn't really have enough meat for her to show much acting ability.<br /><br />There is really not much here on which to comment. I rated it a 3/10. It's a real beach bummer.",negative
"Words fail me.<br /><br />And that isn't common.<br /><br />Done properly this could have been great, funny spoof B-movie sci-fi, but sadly, it was not to be. Rarely in the field of drama have so many competent actors struggled so vainly with such a dogs-breakfast of a script. I can only endorse the previous reviewer's comments - go clean the bathroom. In fact do ANYTHING except watch this film.<br /><br />Positives: Lucy Beeman's nose. Negatives: Everything else.<br /><br />Most apposite line: ""This isn't going anywhere"".<br /><br />If only every plastic surgeon could meet with such a fate.",negative
"The numbers don't lie, 109 people have voted for this film. That says a great deal about the standing of one of the most intuitively insightful comedians of the late 20th century. And for those of you who know the work of Bill Hicks, if he were alive today, imagine what he would have to say about the boy president from his home state? That his short career remains unrecognized is a sad situation and this film, or rather these two films explain why. First, you see how his talent was obvious from the start, again and again, those who knew Bill Hicks always say he was not only funny, he was also unique. The film also shows how the quality of his material was too challenging for many in the entertainment industry. His drinking also contributed to his career problems, but that is less evident in this film. And then the second film is a complete performance. If you have never seen or heard Bill Hicks, this is a wonderful introduction to the person and his dark but intelligent humor. Especially due to the fact that the topics are now almost 14 years old, yet remain ironically up to date is underlined by the fact that many of the events took place under the first President Bush.<br /><br />Watching them together - first the biography and then the performance - makes you aware of how greatly talented this young man was, how quickly his life passed and how the American media can sometimes act as the great big homogenizer. Let's make sure nothing is too provocative, nothing will be too interesting And the result? Well, as the man himself said, go to sleep America, your government is in control........... In his lifetime, at least in Great Britian this artist was recognized for his talent and was successful there. 11 years after his death, 109 people at IMDb can say something about the film. After you've seen them both, I hope you understand why more people should be listening to Bill Hicks.",positive
"""Look, I know this may suck right now, but pain is temporary, film is forever. Whatever you do right now is burned into celluloid for all time and for thousands of years to come.""  Robert De Niro<br /><br />This was initially a film for Steven Spielberg, the director hiring several screenwriters to adjust the screenplay so that it more suited his themes. And so we have a dysfunctional family that is threatened by a deranged monster in the form of a recently released from prison Robert De Niro. Like ""Jurassic Park"", ""Poltergeist"" and ""War of the Worlds"", the dysfunctional family bands together to defeat the beast, the beast being the creation of the father, a lawyer who failed to defend De Niro during his trial. <br /><br />In typical Spielberg fashion, the father kills the monster that undermines the family and is then promptly absolved of his sins. Like Oscar Schindler, Robin Williams, Sam Niel, Tom Cruise and virtually every ""daddy"" figure in Spielberg land, the father reclaims his paternal duty in the kind of bittersweet coda that Spielberg so enjoys.<br /><br />But Spielberg eventually abandoned the picture and the project was instead turned over to Martin Scorsese, who at the time was seeking to try his hand at more commercial fare. The result is arguably the worst film in Scorsese's filmography, and, ironically, his most illuminating.<br /><br />An artist's failures or misfires are often very revealing, exposing the inner workings of their art. When the story doesn't work, the characters don't connect or the images don't sear, we find ourselves left with a kind of inner core. This  the remaining carcass- is what the director's cinema is about.<br /><br />Now ""Cape Fear"" is an impersonal film, so we won't find any thematic connections to the rest of Scorsese's filmography (""You already sacrificed me!"" De Niro yells, but the films themes of Catholic redemption are cookie cutter). What the film does, though, is expose the kind of language that his filmography hinges on. Watch how Scorsese's camera desperately whips back and forth, how he zooms frantically onto doorknobs and windows in an attempt to force tension and how his characters are all loud and screaming for attention. But more importantly, watch how the film makes no spatial sense. A showdown on a boat at the end of the film takes place on an obvious sound-stage, a street parade is claustrophobic and takes place within no larger context and the family's house doesn't seem to exist anywhere in particular. There is simply no geographical sense to anything in the picture, Scorsese unable to film space or create any kind of spatial environment. <br /><br />The reason for this is that Scorsese's camera always has to be bound, or intimately tethered, to his central character. For the world around the character to make sense, his camera has to be focused on the character. Resnais can take you around a French Hotel, Welles and Hitchcock can dance you down a street and up a building, Cameron can give you a tour of the Titanic, Scott can recreate an entire future cityscape, Lucas can give you an alien desert planet, and most other directors can create a sense of space by textbook ""close up-mid shot-wide shot"" combinations, but Scorsese can't do this. There's no poetry, no sense of tangible space in his films. He's all about the character. You break that tether, you leave that boxing ring, that taxi cab, you look away from De Niro, and everything collapses. He simply cannot break away from this very documentarian style of shooting, which, in a way, is a prerequisite for action film-making.<br /><br />Scorsese tried to rectify this problem with ""Gangs of New York"", where the space and the sets become the central character, but even this self consciously spatial experiment gets sabotaged by the magnetism of Daniel Day Lewis, the actor drawing Scorsese's camera inexorably toward him like a moth to a bulb.<br /><br />5/10  Even as a generic B-movie, this is an ugly, vulgar looking film. Look at the matte paintings, the inept attempts at tension, the silly rotorscoped special effects and hokey fistfight showdown. Still, we have Robert De Niro to pick up the slack. De Niro, who gives his body over to Scorsese like a tattooed Christ, gives the film its only great scene. In an improvised romantic sequence with young a Juliette Lewis, he sticks his thumb into her mouth and kisses her. A kind of symbolic rape, the girl runs away, both aroused and repelled by this man's interest.<br /><br />But De Niro's performance, so deliciously over the top, simply can't be imitated by Scorsese. You'd need the operatic tone and the baroque visuals of someone like De Palma to make this work. But Scorsese? Nope.<br /><br />Worth one viewing.",negative
"pardon my spelling. This is probably the funniest horror movie that ever existed. Think evil dead * 1000. The acting is horrible, you can see the makeup line on a certain lady's face. there is a lesbian scene, which makes no sense at-all. And the ending, haha ohhhh the ending... be prepared to have your stomach hurting from laughter. Now if you watch this film for more then 5 minutes and are still expecting something, take a look at your self, and ask what the hell is wrong with you. This is a very bad movie, meant to laugh at and enjoy for its pure silliness.<br /><br />Don't forget to watch all the outtakes after the movie, you can see just how low budget the whole thing really was. All in all this movie is a rare gem in demonstrating the pure and udder lack of talent/care/ability/money/ and anything else you would ever need to make a successful film. But its definitely worth watching.",negative
"Some people have stated that as of the 11th season, South Park has started a trend of leaving behind their politically biting satire for shallow spoofs; but this could not be further from the truth.<br /><br />While this episode does spoof the Living Dead series, there is more. It is a satire of how people treat the homeless. Characters say things like ""They're pretending to be just like us"" or ""They want to be human."" This episode attacks a culture of people who ignore the lower class who are often just down on their luck.<br /><br />So yes, it is still a satire, and also a wonderful spoof. What more could you want?",positive
"Guy Richie's third proper film (not counting the God-awful ""Swept Away"" is a complex action thriller concerned with gambling, gangsters and chess. Fans of Richie's previous efforts will probably hate Revolver as much as I did, with its twists and turns. Richie stalwart Jason Statham plays Jake, a newly-released ex-con, out to wreak revenge on the ridiculously named Dorothy Macha (a superbly OTT Ray Liotta) but instead gets embroiled with a couple of other cons, (one of which is Andre 3000 from rap outfit Outkast) who throw him and us the audience, a number of red herrings throughout the film, all of which becomes extremely tedious. The high point of this mess of a movie is the bit in the restaurant, where the dialogue gets turned down in favour of a superbly shot, slow-mo shootout set to Beethoven's Moonlight Sonata. All in all, Revolver is a flawed work, not truly awful but far from Richie's best. That would still be Lock, Stock. If this film was a school homework assignment it would be graded 'must try harder!'",negative
"I highly reccommend this movie. It blurs the line between childhood fantasy and everyday reality in such a seamless fashion that it has to be seen to be believed. The actors and director have such perfect timing that in one scene a name calling fight becomes a sort of dance. I loved the story line, the actors, everything. While I do think there were one or two decidedly cheesy scenes, over-all the movie was impeccably done.",positive
"""Deliverance"" is one of the best exploitation films to come out of that wonderful 1970's decade from whence so many other exploitation films came.<br /><br />A group of friends sets out on a canoe trip down a river in the south and they become victimized by a bunch of toothless hillbillies who pretty much try to ruin their lives. It's awesome.<br /><br />We are treated to anal rape, vicious beatings, bow and arrow killings, shootings, broken bones, etc... A lot like 1974's ""Texas Chainsaw Massacre,"" to say that ""Deliverance"" is believable would be immature. This would never and could never happen, even in the dark ages of 1972.<br /><br />""Deliverance"" is a very entertaining ride and packed full of action. It is one in a huge pile of exploitation films to come from the early 70's and it (arguably) sits on top of that pile with it's great acting, superb cinematography and excellent writing.<br /><br />8 out of 10, kids.",positive
"Brian Keith as Cole Wlikerson and Richard Jaeckel as Wade Matlock make excellent villains. They just love intimidating the locals in the most brutal way possible, and sneer sexily at any suggestion that there might be a more humane way to achieve their ends. It's a pity that goody-goody Glenn Ford gets in their way.",positive
"In Frank Sinatra's first three films, he was purely a speciality act: ostensibly playing himself, he merely shows up to croon a song during a nightclub sequence in somebody else's movie. In his fourth film, the very enjoyable 'Higher and Higher', Young Blue Eyes transitions into an acting career by playing an actual role ... a task made easier because he's playing himself in a fictional story that gives him a chance to croon a few numbers.<br /><br />Sinatra's entrance is quite funny. Michele Morgan hears a knock at the door, and asks who's there. From outside, a Hoboken-toned voice answers 'Frank Sinatra'. Sure enough...<br /><br />The opening credits of 'Higher and Higher' may confuse some viewers, as the names of songwriters Rodgers and Hart are prominently displayed. In fact, they only contributed one song to this musical: 'Disgustingly Rich', which this cast manage to toss off as a sort of intro to an entirely different song, 'I'm a Debutante'. Interestingly, that Rodgers & Hart song -- one of their weakest -- is perhaps the least enjoyable song in this movie's score; several others are lively up-tempo numbers, notably 'It's a Most Important Affair', 'When It Comes to Love, You're On Your Own' and 'I Saw You First'.<br /><br />Sinatra's good in this movie, but he would do better work (and sing better material) elsewhere. The real merits of 'Higher and Higher' are the delightful turns by some performers who rarely made films. Paul and Grace Hartman were an extremely popular husband-wife dance team who starred in several Broadway revues: genuinely graceful ballroom dancers, they put plenty of physical comedy into their dance material. (Here, Grace does a high kick that knocks a shoe out of Paul's hands.) Grace Hartman, who died of cancer at age 48, did almost no film work, so it's a real pleasure that this film gives us a rare chance to see her close-up, to hear her beautiful singing voice and to notice how sexy she looks in her maid's uniform. After Grace Hartman's death, her husband had a long career as a character actor, just occasionally dancing solo. (Or alongside Ken Berry in one memorable episode of 'Mayberry RFD'.)<br /><br />Also quite attractive in a maid's uniform here in 'Higher and Higher' is the vivacious teenage singer Marcy McGuire. Why didn't this talented girl make more movies? Perhaps she was just a bit too similar in personality to Betty Hutton. I enjoy Hutton's performances but I like Marcy McGuire even better. Near the end of 'Higher and Higher' there's an amusing bit of physical business featuring McGuire and Mary Wickes as waitresses, taking it in turns to move from table to table in a nightclub. The alternating strides of short McGuire and tall gawky Wickes are hilarious! Regrettably, although Leon Errol plays a large role in 'Higher and Higher', he is given almost no comedy business: not once does he do his famous rubber-legged dance. Jack Haley, despite his prominent billing, is also wasted.<br /><br />Very well-represented here is Dooley Wilson, inevitably remembered as Sam from 'Casablanca'. In that film, Wilson did his own singing but faked his keyboard performance of 'As Time Goes By'. (In real life, Wilson couldn't play piano.) Here in 'Higher and Higher', he sings pleasingly and gives some amusing reactions to the other players. Less enjoyable is Mel Odious, I mean Mel Torme. Victor Borge gives a rare film performance here, handling his dialogue deftly but never doing any of the keyboard comedy which he later did successfully in his stage shows.<br /><br />The plot? Forget it. 'Higher and Higher' is nobody's idea of a 'great' musical, but it's an enjoyable delight, and I'll rate it 8 out of 10. Director Tim Whelan, who worked in Britain as well as in Hollywood, deserves to be much better known.",positive
"When I started watching ""Fay Grim"", I had no idea that it was a sequel to ""Henry Fool"". Now, the latter was not a movie that I envisioned as having a sequel. But one has arrived, and it's quite good. I assume that you've seen the original, so I won't explain it. This one starts with Fay (Parker Posey) living with her son whom she had with deadbeat Henry (Thomas Jay Ryan). Simon (James Urbaniak) is still in jail. One day, the son gets expelled for bringing a pornographic toy to school. But this is no ordinary toy. It holds a secret that explains much of what happened in the first movie. And this secret delves deeper into geopolitics than ""Syriana"".<br /><br />I must say that I'm quite impressed with what Hal Hartley has accomplished here. Maybe this one doesn't quite reach the original's quality, but it certainly takes a good look at what's going on in the world. And the end leaves open the possibility for another sequel.<br /><br />Also starring Jeff Goldblum.",positive
"I'm sorry to see that it has been rated that low by many people. The series started off very good and after the first season it wasn't that good.<br /><br />People tend to forget the beginning of something and only look at the end. This is not good to do, you should look at the total, not the end result. It is sad that a lot of the ""usual"" characters died but, damn, we had a lot of nice NEW characters.<br /><br />Please do not attach yourself to a few characters but attach yourself to the series, the plot. Please do understand that I didn't like it when Boone died, when Augur died but well... it needs to be done. Can you imagine that everyone keeps living the whole series when they are in a lot of danger all the time? Come on, face it, if they didn't die they would be invincible. In this way you will always keep the tension, will he survive, will he die? I do realize that people attach their selves to characters, I do that too. My favorite character was Augur, the one who could get into every computer he wanted. He was the one who was mysterious, he could do things with the computer no one else could do.<br /><br />I wish to make one statement to all the people who vote negative, does a series which started so good deserve to have such low rating? Should we look at the final season instead of the total? Should we not see how good the series was when it started? Should we not see how much we enjoyed it?",positive
"""Indian burial ground"": If those three words appear anywhere in a real-estate listing, look for a different neighborhood. A young couple with a young daughter and a toddler-age son move into a Maine house adjacent to a pet cemetery--and, after a l-o-o-o-ng hike, an ancient Indian burial ground. Seems the Indian ground can bring Fido or Fluffy back from the dead--if you don't mind having a raving hell beast for a pet. It can do the same for dead people--if you don't mind having a homicidal zombie around the house.<br /><br />Throw in a busy two-lane blacktop, speeding big rigs, a well-meaning (if somewhat dim) old neighbor, and one kid who really doesn't get enough supervision, and I think you can figure out what happens from there--an over-the-top, illogical mess, which, in all fairness, does offer up a few scares.<br /><br />Well, there are worse Stephen King adaptations (such as ""Maximum Overdrive,"" which King also directed). But there are far better ones, too (such as ""Salem's Lot,"" ""The Dead Zone,"" and both versions of ""The Shining"").",negative
"Whatever rating I give BOOM is only because of the superb location photography of Sardinia and Rome. Otherwise, this is only for hardcore addicts of ELIZABETH TAYLOR (her downward phase), and RICHARD BURTON (his miscasting phase). Tennessee Williams wrote ""The Milk Train Doesn't Stop Here Anymore"" and is supposed to be very fond of this adaptation of his play--but apparently, he was the only one. Taylor reportedly hated it and Burton needed the money.<br /><br />Whatever, it amounts to a hill of beans with Taylor posturing and fuming in her shrill manner, exploding at the servants and exchanging bad baby-talk with no less than NOEL COWARD who seems to be a visitor from another film when he finally appears.<br /><br />It's so campy that among Taylor fans it's probably considered a ""must see"" kind of thing. But if you can sit through this one without a drink in your hand, you're way ahead of me. Sadly, this is the film that signified the end of Taylor being taken seriously as a film actress, even after winning two Oscars. For Burton, it was equally disastrous and the critics called it a BOMB. Judge for yourself if you dare.",negative
"Let me say this about Edward D. Wood Jr. He had a passion for his work that I wish more people did have. If we all had the optimism and the commanding hope of Ed Wood, the world would probably be a much better place. Being familiar with Ed Wood's story and having seen the most wonderful biopic ""Ed Wood"" (1994) several times, I admire his boldness and his strives for the job he loved; I still admire his never-say-die attitude. He had a love for directing that I wish more people in modern-day Hollywood had.<br /><br />But that doesn't make his movies any more fun to watch. And ""Glen or Glenda,"" his first and most confessional film, is probably his very worst.<br /><br />""Glen or Glenda"" is a deadening cult movie about a cross-dresser named Glen (played by director/writer Ed Wood himself) who despite his love for his fiancée Barbara (Dolores Fuller), cannot seem to conquer his lust for transvestitism, in which he dresses in women's clothing and a wig and thus becomes...Glenda! Glen/Glenda's story is narrated by a doctor and he too is talked and watched over by a mysterious character called ""The Scientist"" played by veteran horror star Bela Lugosi. Oh, and there's also some sub-story about an Alan/Anne character who becomes a transsexual based on the Christine Jorgenson story, upon whom this movie originally titled ""I Changed My Sex!"" was previously to be based.<br /><br />Have I dropped your jaw yet? Well, as much as I want to warn you off this picture if you've never seen it, I would never tell a lie about a movie and there is not one word of falsehood in that plot synopsis I just gave you. Every thing in it is true. This is a movie about cross-dressers and transsexuals, a topic that does not sound very appealing to begin with and is not done in a very appealing manner. I'm sure that with a good screenplay, and a good director (it had neither) that ""Glen or Glenda,"" despite the subject matter, could have been a very moving picture. It is a confessional movie on Wood's part, as he was a transvestite in real life as well as on screen. But once again, that does not make it a good movie...or a watchable one for that matter. ""Glen or Glenda"" is a jumbled, disorganized mess of a movie that sinks into new trenches in the realm of bad cinema. It makes no more sense than does its notoriously silly scene where Bela Lugosi screams ""Pull the string!"" over inexplicable footage of stampeding bison. The majority of the movie is narrated in a monotonous voice, reminding me of some very bad short informative films I've seen before. It's like one of those really bad short films expanded into a seventy-minute feature and twice as dull. We sit there for ages waiting for the plot that never comes. There is no real attempt to even build energy with the camera being locked down in one position for many grueling minutes and long stretches of time where nothing at all happens. The only moments that are worth anybody's time are those of Bela Lugosi who manages to bring some light into these dark trenches. I guess Lugosi is supposed to be like the deity of the film, but personally, I couldn't care less who or what he's supposed to be. I'll tell you what he was: A gifted actor who wound up making trash. But he and Wood were very good friends and liked working with each other, so good for him.<br /><br />I will always admire Edward D. Wood Jr. for his passion for the cinema, but I will never as long as I live admire his movies. A film critic once called Ed Wood's movies ""innocent fun"" but I think even that is questionable. Innocent? Yes. Fun? No, sir. And if ""Citizen Kane"" is the Mount Everest of the cinematic world, then ""Glen or Glenda"" is probably the Mariana Trench.",negative
"There is only one word that describes this film: BAD!! I have no idea why this movie was even made, or how they got Dennis Hopper to star in this film. Stuart Gordon is a better director than this and Hopper is a much better actor. The film is plain stupid. I did like the ""square pigs"" idea and there was an interesting love scene involving a cyborg, other than that, avoid this film at all costs.",negative
"I'm not really sure how to even begin to describe how bad this movie is. I like bad films, as they are often the most entertaining. I love bad special effects, bad acting, bad music, and inept direction. With the exception of the music (which was better than I had expected), this movie had all of those qualities. <br /><br />The special effects were amazingly bad. The worst I've seen since my Nintendo 64. Some scenes to watch for include the Thunderchild, the woman being crushed by the mechanical foot, the Big Ben scene, the train wreck... Wow, there are so many bad effects! On the plus side, though, SOME scenes of the alien walkers are well done.<br /><br />The acting was about as bad as it could possibly have been, having been based directly on H.G. Wells' book. For having such good source material, it's almost as though the actors were trying to be so over-the-top as to make it funny. And then there's the mustache... the single most distracting piece of facial hair I've seen in a long time. Of course, only half the movie contains acting. The rest is characters walking around aimlessly and poorly rendered effects shots.<br /><br />To say that Timothy Hines is an inept director would be an injustice to inept directors. With the use of different colored filters between shots for no particular reason, the use of poorly rendered backgrounds for even inside scenes, the bad green screening, it's amazing to me how this man ever got approval to direct a movie. I wouldn't imagine it would be possible to turn a brilliant book into this bad a movie. Bravo, Mr. Hines. Bravo. <br /><br />My advice to anyone who plans to see this movie is to do what I did: have some friends who enjoy bad movies over, drink, play poker while watching it, keep drinking, and maybe you'll make it all the way through. It does make for an excellent bad movie, so have fun and laugh yourself silly with this disaster.",negative
"If you love Chan-wook Park, you know what to expect. His films are brutal, poetic, tragic, and artistic, with splashes of very grim humor. THIRST is clearly Park's style, and I loved every second of it, from the cinematography (every shot is gorgeous and creative) to the story, which blends Shakespearean tragedy, murderous love, Gothic horror, and layered character drama. The characters are complex and there is plenty of moral ambiguity to go around. Even the most sociopathic character evokes sympathy. The direction is restrained and the performances are nuanced - like SYMPATHY FOR MR. VENGEANCE, there are too many subtleties to take in on the first viewing. Chan-wook Park is an intelligent, bold, consistently surprising filmmaker. It's unpredictable - scenes go from brutal and heart-wrenching to laugh-out-loud hilarious in an instant. This is closer to LADY VENGEANCE then SYMPATHY FOR MR. VENGEANCE as far as being over-the-top and comical. But, like LADY VENGEANCE, it's incredibly rich, thought-provoking, and rewarding.<br /><br />If you like beautifully told vampire stories (LET THE RIGHT ONE IN) or are a fan of Chan-wook Park, seeing THIRST should be obvious. Easily one of the best films of 2009.",positive
"Considering 'A Star is Born' had been made twice already by the time the 1976 film came into production, the latest remake has a freshness about it that can be attributed to the fantastic chemistry between the entire acting ensemble. A viewer could be forgiven for believing that Kris Kristofferson & Barbara Streisand were a couple off screen as well as on, with their incredible displays of pure affection towards one another.<br /><br />The film has been described in the past as a 'Barbara Streisand concert on film, set to a soap opera storyline' however for anyone that enjoys watching a film that takes you beyond the living room into a world where the characters seem truly alive - A Star is Born is well worth the hiring price.<br /><br />With its incredible soundtrack, flawless acting and touching reality in regards to human emotions and the true frailty of life; A Star is Born is a film that draws you into the world of Esther Hoffman & the love of her life John Norman Howard.<br /><br />A film for anyone that sees the beauty in real love - the kind that keeps you devoted to a person even as they break your heart...",positive
I wasn't planning on watching wasted when I saw the MTV preview but since I had nothing better to do or watch on a Sunday night I watched it.<br /><br />Wasted was no Requiem for a Dream but it was a very good movie considering it was made by MTV. One thing that drew me to watching it was Summer Pheonix the sister of the late and wonderful River Pheonix stared. I suppose talent runs in the Pheonix family because she was good and so is Jaquien though niether are River. Nick Stahl also gives a great preformance as a junky jock. There isn't much else to say about wasted. It was a dark depressing and insightful look into the lives of three small town junkies. I recomend it to those who like the subject. 8/10,positive
